,id,name,host_id,host_name,neighbourhood,longitude,latitude,property_type,room_type,beds,accommodates,price,availability,minimum_night,maximum_night,no_of_reviews,rating,host_listings_counts
1835,19780732,WONDERFUL SPACIOUS DOBLE ROOM IN BARCELONA CENTER,130581398,Martin,,2.17323,41.38797,Apartment,Private room,1,2,40.00,311,4,1125,12,88,2
1836,19780732,WONDERFUL SPACIOUS DOBLE ROOM IN BARCELONA CENTER,130581398,Martin,,2.17323,41.38797,Apartment,Private room,1,2,40.00,311,4,1125,12,88,2
1837,19786915,Spacious Clean Studio  Apartment,86892032,Marian,Jamaica,-73.72838,40.65766,Apartment,Entire home/apt,1,6,60.00,344,1,60,38,89,1
1838,19789278,Discount! Large apartment in Montréal,135737610,Paschale,Old Rosemont,-73.59178,45.55179,Apartment,Entire home/apt,5,6,156.00,87,4,10,1,100,1
1839,1979960,Stately Darlinghurst Terrace,10217099,Jeremy,Coogee,151.21926,-33.87866,House,Entire home/apt,4,8,419.00,223,1,1125,149,90,6
1840,19800005,Shiny BALCONY:)) room CENTRAL ISTANBUL ŞİŞLİ,139844353,Erdinc,Şişli,28.98507,41.0674,Apartment,Private room,1,2,53.00,1,1,1125,3,100,2
1841,19803430,Ático Del Guinardo,104420871,Dario,,2.17694,41.41944,Apartment,Private room,2,4,45.00,0,2,1125,7,83,1
1842,19807212,Location + Value in the heart of Lahaina + Free Parking and WiFi + Free Activities,136437655,ITrip Vacations - Maui,,-156.676,20.87562,Condominium,Entire home/apt,1,4,125.00,252,3,365,5,100,68
1843,19815841,Stunning studio APT in the heart of NYC,139995595,Eli,,-73.96949,40.75094,Apartment,Entire home/apt,3,3,99.00,180,1,1125,94,89,1
1844,19820634,2447 - AB Park Güell Apartment 1-1 - Elegant 4-Bedroom Apartment near Park Güell with a Balcony,4459553,Eva&Jacques,La Nova Esquerra de l'Eixample,2.15648,41.41896,Apartment,Entire home/apt,9,10,550.00,291,3,330,14,91,203
1845,19821682,Bright & Charming loft in the Gothic Quarter,8011636,Davide,RB of Greenwich,2.17489,41.38391,Apartment,Entire home/apt,2,4,46.00,0,32,1125,6,89,2
1846,19825124,"Appart d'artiste coquet, chaleureux et lumineux",140082945,Sarah,Mile End,-73.59591,45.52441,Apartment,Entire home/apt,2,3,119.00,0,1,1125,53,97,2
1847,19825963,"Bright, modern room and bath w/ pool, gym, spa",12446773,Grace,Williamsburg,-73.94003,40.71636,Condominium,Private room,1,2,100.00,0,2,6,40,99,1
1848,19827778,Mi Casa su Casa!,71749435,Paul,,-73.93822,40.84102,Apartment,Entire home/apt,1,2,80.00,32,3,1125,28,97,1
1849,19828489,Private room with double bed next to Plaza Espana,128370512,Nega,La Nova Esquerra de l'Eixample,2.15059,41.37897,Apartment,Private room,2,3,37.00,1,2,90,49,86,3
1850,19828845,Chic & Sleek Mid-Century Styled Apt,48881330,Nina,Crown Heights,-73.95103,40.66589,Apartment,Entire home/apt,1,3,100.00,126,3,1125,6,80,1
1851,19830008,Charming Private Room in the heart of East Village,139942077,Sahar,Alphabet City,-73.98089,40.72304,Apartment,Private room,1,2,125.00,299,1,14,63,97,1
1852,19830008,Charming Private Room in the heart of East Village,139942077,Sahar,Alphabet City,-73.98089,40.72304,Apartment,Private room,1,2,125.00,299,1,14,63,97,1
1853,19830008,Charming Private Room in the heart of East Village,139942077,Sahar,Alphabet City,-73.98089,40.72304,Apartment,Private room,1,2,125.00,299,1,14,63,97,1
1854,19838729,Newly and cozy apartment!,117779016,Vinson,Mong Kok,114.16816,22.31922,Apartment,Entire home/apt,1,2,447.00,0,28,1125,10,88,13
1855,1984069,2 Bedroom Beachfront with Parking,10237189,Ward,Manly,151.28619,-33.79257,Apartment,Entire home/apt,2,3,151.00,0,2,9,4,85,2
1856,19845395,"BEAUTIFUL Kihei Get-a-way, warm & relaxing",118240312,Sandi,,-156.45589,20.74791,Condominium,Private room,1,4,135.00,204,2,120,30,97,1
1857,19846740,Crows Nest Family Apartment - 10 mins to CBD,10184386,Will & Rãchël,Central Business District,151.20154,-33.8295,Apartment,Entire home/apt,3,6,250.00,84,1,1125,28,84,16
1858,19847790,Spacious 3 BDR APT Brooklyn Sleeps 12!,129646758,Sherry  W  X,Flatbush,-73.95085,40.64377,Apartment,Entire home/apt,5,12,99.00,249,3,30,43,88,2
1859,19847790,Spacious 3 BDR APT Brooklyn Sleeps 12!,129646758,Sherry  W  X,Flatbush,-73.95085,40.64377,Apartment,Entire home/apt,5,12,99.00,249,3,30,43,88,2
1860,19847790,Spacious 3 BDR APT Brooklyn Sleeps 12!,129646758,Sherry  W  X,Flatbush,-73.95085,40.64377,Apartment,Entire home/apt,5,12,99.00,249,3,30,43,88,2
1861,19865003,Single room Barcelona center,9733506,Jonás,Sant Antoni,2.15252,41.37667,Apartment,Private room,1,1,17.00,185,1,1125,25,92,1
1862,19865003,Single room Barcelona center,9733506,Jonás,Sant Antoni,2.15252,41.37667,Apartment,Private room,1,1,17.00,185,1,1125,25,92,1
1863,19866204,2458 - AB Park Güell Apartment 4-3 - Wonderful 3-Bedroom Apartment near Park Güell with a Balcony,4459553,Eva&Jacques,La Nova Esquerra de l'Eixample,2.15653,41.41861,Apartment,Entire home/apt,7,8,350.00,288,3,330,15,87,203
1864,19869291,Roulotte Boler vintage pour du camping autrement,36714324,David,Old Rosemont,-73.57634,45.55347,Camper/RV,Entire home/apt,2,3,70.00,0,2,1125,1,100,2
1865,19870743,22 Oporto Guesthouse Cordoaria,137887561,Fernando,,-8.60886,41.15864,House,Private room,1,2,98.00,357,2,30,1,100,5
1866,19877430,Kaneohe Haven,140652256,Neal,Kaneohe,-157.78858,21.41175,House,Entire home/apt,4,6,60.00,221,2,1125,69,92,2
1867,19877706,Big 3 Bedroom Garden Level Apartment Near Subway,2988712,Sasha,Claremont,-73.9104,40.83507,Apartment,Entire home/apt,5,6,72.00,295,90,1124,2,100,11
1868,19880329,Charming Townhouse duplex in Chelsea,6861839,Eli,,-74.00263,40.74637,Townhouse,Entire home/apt,2,3,500.00,0,3,1125,1,80,1
1869,1989972,Cozy & Nice Bedroom in an Apt/NYC.,10262420,Cesar,East Harlem,-73.94495,40.78813,Apartment,Private room,0,2,86.00,47,4,1125,34,94,1
1870,1989972,Cozy & Nice Bedroom in an Apt/NYC.,10262420,Cesar,East Harlem,-73.94495,40.78813,Apartment,Private room,0,2,86.00,47,4,1125,34,94,1
1871,19901356,☆ Mile-End 3BR Only 10-minutes from Downtown,123749464,Anthony,Downtown Montreal,-73.59955,45.52706,Apartment,Entire home/apt,4,8,119.00,189,1,1124,68,91,5
1872,19904358,Good room,140943945,Ahmed,Mercier-Hochelaga-Maisonneuve,-73.53462,45.57883,Condominium,Private room,1,1,13.00,179,1,1125,3,100,1
1873,19906012,"New1Rm, JordansatsionAustinStationKowloonStation",20977137,Dzd,Tai Kok Sui,114.16569,22.30788,Serviced apartment,Entire home/apt,2,3,761.00,43,2,1125,96,98,4
1874,19906012,"New1Rm, JordansatsionAustinStationKowloonStation",20977137,Dzd,Tai Kok Sui,114.16569,22.30788,Serviced apartment,Entire home/apt,2,3,761.00,43,2,1125,96,98,4
1875,19914589,Industrial style & Chic space near Central Park,14035840,Feliz,Hell's Kitchen,-73.995,40.76243,Apartment,Private room,1,2,148.00,0,6,30,37,89,2
1876,19920554,Alojamento tranquilo perto do Castelo,20072624,Maria,,-8.54816,40.91385,House,Private room,1,2,30.00,260,1,28,22,98,1
1877,19920988,Oporto City Centre Sightseeing Apartments,35280412,Margarida,,-8.60808,41.15746,Apartment,Entire home/apt,1,2,65.00,364,2,1125,5,80,3
1878,19928786,New Holiday Master Suite with Balcony in Eixample,18142099,Elia & Silvia,La Nova Esquerra de l'Eixample,2.16278,41.38545,Apartment,Private room,2,3,84.00,89,3,1125,42,98,1
1879,19929723,Cozy And Quiet Getaway (Queen Size Bed),137999892,Simranjeet,Concord,-74.0888,40.60609,House,Private room,1,1,34.00,328,4,90,22,94,7
1880,19933161,Studio w/rooftop in Sheung Wan HK (Man Mo temple),22223278,Natalia & Paul,Sheung Wan,114.1482,22.28505,Apartment,Entire home/apt,1,2,1248.00,45,5,1125,51,93,1
1881,19935458,Waikiki Ocean View! Great Location! Free Parking,9458290,Brandon,Waikiki,-157.83856,21.28751,Condominium,Entire home/apt,2,3,120.00,39,2,1125,51,89,6
1882,1995143,"1 bedroom, w gym, pool and view",2737232,Iwona,Le Plateau,-73.56711,45.51987,Apartment,Private room,1,2,50.00,0,2,1125,1,80,1
1883,19952004,19th floor apartment in the heart of downtown,40550977,Allen,Downtown Montreal,-73.57994,45.49181,Apartment,Entire home/apt,2,3,114.00,0,2,7,12,89,1
1884,19953862,SPACIOUS APARTMENT DOWNTOWN WITH ROOFTOP,141447851,Ali,Ville-Marie,-73.58287,45.49537,Apartment,Entire home/apt,2,4,50.00,327,2,1125,57,87,1
1885,19961067,Spacious apartment in the heart of Downtown MTL,16547597,Hernan,Downtown Montreal,-73.57789,45.49943,Apartment,Entire home/apt,5,13,600.00,2,1,25,57,98,1
1886,19963866,Palacio Garden's Apartment (Free parking),141541357,Marta,,-8.62779,41.1516,Apartment,Entire home/apt,2,4,39.00,274,2,1125,12,88,1
1887,19963866,Palacio Garden's Apartment (Free parking),141541357,Marta,,-8.62779,41.1516,Apartment,Entire home/apt,2,4,39.00,274,2,1125,12,88,1
1888,19976324,Gracieux Apartment in Montreal's Gay Village,131668100,Abe,Gay Village,-73.55674,45.51862,Apartment,Entire home/apt,2,4,89.00,64,2,60,59,94,8
1889,19979892,"Sheepshead Bay, 1-bdr apartment. Close to all!",138913479,Svetlana,,-73.95709,40.58745,Apartment,Entire home/apt,2,4,130.00,160,2,1125,37,94,1
1890,19981060,"Modern, elegant 2 BDR Condo, Excellent Location!",10512713,A J,Le Plateau,-73.59495,45.53024,Condominium,Entire home/apt,2,4,95.00,96,1,180,16,99,1
1891,19981253,The Sunset Stowaway—A Peaceful Napili Ridge Studio,141715051,Linsay,Napili/Honokowai,-156.6654,20.98887,Apartment,Entire home/apt,1,2,110.00,144,2,30,78,99,2
1892,19981877,Private room (bright and clean) Manhattan NYC,138515591,Anna Chiara,East Harlem,-73.93904,40.80266,Apartment,Private room,1,1,44.00,83,30,1125,2,100,4
1893,19984692,"Large 1-bdrm, Heart of Bay Ridge Brooklyn",47181585,Munnie,,-74.02826,40.63836,Apartment,Entire home/apt,2,2,85.00,0,4,1125,33,96,1
1894,19985872,Market Place 1T,141759593,Alessandra,,-8.6143,41.14192,Apartment,Entire home/apt,1,2,119.00,267,1,1125,9,91,9
1895,19990097,House close to station & direct to opera house....,141810210,George,,150.8797,-33.98757,House,Entire home/apt,14,16,181.00,286,1,1125,55,94,1
1896,19993317,Bright and quiet room in the heart of Montréal,25961179,Clement,Downtown Montreal,-73.55429,45.51681,Condominium,Private room,1,2,81.00,0,2,1125,1,100,2
1897,19995621,Private 4 Bedroom Beach House in Bondi,74060601,Pelicanstay,Bondi,151.26689,-33.89372,Apartment,Entire home/apt,5,9,499.00,0,7,1125,2,50,67
1898,19995621,Private 4 Bedroom Beach House in Bondi,74060601,Pelicanstay,Bondi,151.26689,-33.89372,Apartment,Entire home/apt,5,9,499.00,0,7,1125,2,50,67
1899,19995621,Private 4 Bedroom Beach House in Bondi,74060601,Pelicanstay,Bondi,151.26689,-33.89372,Apartment,Entire home/apt,5,9,499.00,0,7,1125,2,50,67
1900,19995621,Private 4 Bedroom Beach House in Bondi,74060601,Pelicanstay,Bondi,151.26689,-33.89372,Apartment,Entire home/apt,5,9,499.00,0,7,1125,2,50,67
1901,20019449,"Cozy flat with city view on Soho, Central",31162875,Kévin,Sheung Wan,114.15197,22.28403,Apartment,Entire home/apt,1,2,597.00,2,1,12,20,96,1
1902,2002611,Modern Studio in Kennedy Town!,10312578,Namasri,Shek Tong Tsui,114.13076,22.28427,Apartment,Entire home/apt,1,2,550.00,0,26,1125,10,88,2
1903,20030871,Williamsburg Bedroom w/Private Terrace!,1822729,Derek,Williamsburg,-73.96161,40.71078,Apartment,Private room,1,1,70.00,7,4,60,33,97,3
1904,20035273,The Porto Concierge - Boavista's Dance,123955827,Nuno,,-8.6307,41.15387,Apartment,Entire home/apt,4,8,65.00,319,2,1125,56,78,5
1905,20038668,Stunning Summer House - Perfect for Families,35345389,Tracey,Sans Souci,151.13593,-33.99682,House,Entire home/apt,3,6,299.00,179,3,1125,3,90,2
1906,20044641,丛林别墅,130980943,锦鸿,,150.99625,-33.79092,Cabin,Shared room,2,4,80.00,271,3,1125,2,70,3
1907,20045679,House Near Espinho/Santa Maria Feira,142013085,Pedro,,-8.55065,40.95377,House,Entire home/apt,3,5,30.00,191,2,1125,3,100,1
1908,20049287,Habitación individual Eixample,142006629,Jose & Cláudia Maria,Dreta de l'Eixample,2.16481,41.39959,Apartment,Private room,1,1,26.00,0,3,30,14,98,2
1909,20049287,Habitación individual Eixample,142006629,Jose & Cláudia Maria,Dreta de l'Eixample,2.16481,41.39959,Apartment,Private room,1,1,26.00,0,3,30,14,98,2
1910,20049287,Habitación individual Eixample,142006629,Jose & Cláudia Maria,Dreta de l'Eixample,2.16481,41.39959,Apartment,Private room,1,1,26.00,0,3,30,14,98,2
1911,20055551,Balcony Room in Fun Share House!,35167919,Adrian,Darlinghurst,151.21536,-33.87614,House,Private room,1,1,70.00,45,3,1125,20,91,3
1912,20057865,"Super convenient place in Taikoo Shing, landmark of the Hong Kong Island !",124216483,Valerie,Quarry Bay,114.21778,22.28665,Other,Private room,1,2,502.00,329,5,1125,25,94,1
1913,20061602,1min MTR@尖沙咀舒适5人房 Supreme Family Room for 5ppl,127547159,Jennifer,Tsim Sha Tsui,114.17175,22.29778,Apartment,Private room,5,5,604.00,9,1,1125,31,88,6
1914,20071164,CHIC & MODERN APT: CLOSE TO SHOPS AND METRO,3055562,Ian,Cote-des-Neiges,-73.63793,45.48789,Apartment,Entire home/apt,1,2,40.00,350,2,1125,33,88,1
1915,20071436,"Modern & Quiet 2 bedroom house, patio&views!",9513234,Koen,,2.13675,41.41756,House,Private room,3,4,69.00,82,3,90,20,98,1
1916,20080108,"Kaha Lani Resort #311, Great Ocean and Sunrise Views, Steps to Sandy Beach",98570220,Garden Island Properties,,-159.33724,22.03463,Condominium,Entire home/apt,2,4,229.00,308,4,179,1,60,57
1917,20081484,Wyndham Kona Hawaiian Resort - Two Bedroom Condo WVR,141749210,VacayHome Connect,,-155.98602,19.62554,Resort,Entire home/apt,2,6,321.00,0,2,90,3,100,42
1918,20088277,"Orange Room -Bonjardim Guest House, Downtown Porto",142065124,Manuel,,-8.60791,41.15846,Guesthouse,Private room,2,3,30.00,193,3,1124,14,87,7
1919,20088771,NUMBERS two bedroom apartment in the plateau,604849,Martin,Le Plateau,-73.58244,45.51972,Apartment,Entire home/apt,3,4,125.00,63,2,10,88,98,18
1920,20088771,NUMBERS two bedroom apartment in the plateau,604849,Martin,Le Plateau,-73.58244,45.51972,Apartment,Entire home/apt,3,4,125.00,63,2,10,88,98,18
1921,20116519,"Linda Vista na Reserva, Barra da Tijuca",69109593,Cassio,Vila Clementino,-43.428102518509476,-23.00884822358248,Apartment,Entire home/apt,4,6,149.00,70,3,1125,44,94,3
1922,20116519,"Linda Vista na Reserva, Barra da Tijuca",69109593,Cassio,Vila Clementino,-43.428102518509476,-23.00884822358248,Apartment,Entire home/apt,4,6,149.00,70,3,1125,44,94,3
1923,20116519,"Linda Vista na Reserva, Barra da Tijuca",69109593,Cassio,Vila Clementino,-43.428102518509476,-23.00884822358248,Apartment,Entire home/apt,4,6,149.00,70,3,1125,44,94,3
1924,20135359,Chambre dans bel appartement du plateau Mont Royal,27861043,Clément,,-73.58201,45.52983,Apartment,Private room,1,1,35.00,0,6,1125,1,100,1
1925,20139359,Bright and cozy bedroom in Villeray,1669412,Pablo,Villeray,-73.61588,45.54174,Apartment,Private room,1,2,46.00,0,2,1125,6,100,1
1926,20139359,Bright and cozy bedroom in Villeray,1669412,Pablo,Villeray,-73.61588,45.54174,Apartment,Private room,1,2,46.00,0,2,1125,6,100,1
1927,20154076,Modern apt - Fully Renovated - Couples or Family,16641261,Sarah,Villeray,-73.63463,45.54477,Loft,Entire home/apt,2,3,191.00,179,2,8,6,100,1
1928,20157105,"Cozy Apartement in Wan Chai, directly next to MTR",39728301,Elisabeth,Wan Chai,114.1722,22.278,Apartment,Entire home/apt,3,5,754.00,0,2,1125,2,90,2
1929,20157105,"Cozy Apartement in Wan Chai, directly next to MTR",39728301,Elisabeth,Wan Chai,114.1722,22.278,Apartment,Entire home/apt,3,5,754.00,0,2,1125,2,90,2
1930,20164905,Beautiful 1 bedroom in the heart of Montreal,66881070,Remi,McGill Ghetto,-73.5763,45.50964,Serviced apartment,Entire home/apt,2,3,85.00,365,31,1125,2,100,18
1931,20172538,Upscale condo on St Hubert & Jarry,55205653,M Gil,Villeray,-73.62396,45.54508,Condominium,Entire home/apt,2,4,43.00,269,180,1125,3,87,1
1932,20172538,Upscale condo on St Hubert & Jarry,55205653,M Gil,Villeray,-73.62396,45.54508,Condominium,Entire home/apt,2,4,43.00,269,180,1125,3,87,1
1933,20181414,Guest Room;Diamond Head/Kaimuki;Comfortable/clean,23381960,Ai,Waikiki,-157.80702,21.276,House,Private room,1,2,75.00,299,3,1125,23,98,5
1934,20188349,Cedofeita Light Apartment (N42),143701949,BmyGuest Short Term Rental - Pedro,,-8.61602,41.14783,Apartment,Entire home/apt,1,2,50.00,363,1,1125,7,91,101
1935,2019384,Chic & Fashion. EIXAMPLE.,3039107,Manuel,Sant Gervasi - Galvany,2.15994,41.39379,Apartment,Entire home/apt,1,2,53.00,306,3,300,99,86,31
1936,20202806,Manly apartment 30 meters from the beach,21063161,Hamish,Manly,151.28683,-33.78675,Apartment,Entire home/apt,3,6,300.00,144,2,14,1,100,1
1937,20206015,Cozy Appartement,17037649,Laurence,,-73.60561,45.54466,Apartment,Entire home/apt,1,2,68.00,0,3,10,11,100,1
1938,20206764,Awesome 2-storey home Bronte Beach next to Bondi!,10462547,Sacha,,151.2639,-33.89884,House,Entire home/apt,6,11,355.00,308,2,1125,36,99,3
1939,20211255,Chambre dans grand appartement- (3 roommates),42352191,Laura,La Petite-Patrie,-73.60834,45.53653,Apartment,Entire home/apt,1,1,35.00,0,7,20,1,100,1
1940,20214521,Real GEM : Unbeatable location in DT,5466419,Ish,Quartier des Spectacles,-73.56198,45.50917,Loft,Entire home/apt,1,4,66.00,116,2,1125,46,94,2
1941,20228390,Mokapu Oasis,142642175,Philip,,-157.74931,21.42022,Guest suite,Entire home/apt,1,2,80.00,29,1,1125,100,99,1
1942,20234137,New + historical apt with PRIVATE 360 ROOFTOP,1451533,Isabelle,La Petite-Patrie,-73.62015,45.54338,Apartment,Entire home/apt,2,4,89.00,0,5,1125,2,90,2
1943,20234554,"Happy 3 bedrooms, 20 min downtown",15224901,Cédric,Cote-des-Neiges,-73.62886,45.50251,Apartment,Entire home/apt,3,6,79.00,84,6,1125,11,76,19
1944,20235027,DOWNTOWN/PLATEAU-SLEEPS 4-AMAZING LOCATION-QUIET!,2624022,Steve,Le Plateau,-73.5797,45.51668,Apartment,Entire home/apt,2,4,55.00,69,1,1125,23,92,7
1945,2023934,COMFORTABLE APARTMENT IN TAKSIM,4528351,Hakan,Taksim,28.97444,41.03464,Apartment,Entire home/apt,1,2,158.00,167,6,1125,39,85,0
1946,2023934,COMFORTABLE APARTMENT IN TAKSIM,4528351,Hakan,Taksim,28.97444,41.03464,Apartment,Entire home/apt,1,2,158.00,167,6,1125,39,85,0
1947,2023934,COMFORTABLE APARTMENT IN TAKSIM,4528351,Hakan,Taksim,28.97444,41.03464,Apartment,Entire home/apt,1,2,158.00,167,6,1125,39,85,0
1948,20241972,"Austin MTR 30sec, near Tsim Sha Tsui! [Free wifi]",135369233,Anita,Jordan,114.16702,22.30654,Apartment,Entire home/apt,3,5,871.00,0,2,60,12,98,1
1949,20245250,1 block away from the beach,144290494,Olga,Coney Island,-73.9902,40.5743,Apartment,Private room,1,2,67.00,88,1,5,16,86,1
1950,20254510,Bright and cute one bedroom apartment,4477774,Sandrine,Hochelaga-Maisonneuve,-73.53971,45.54737,Apartment,Entire home/apt,1,2,60.00,0,2,1125,4,100,1
1951,20255158,Newly Renovated Brooklyn Apt.,45451027,David,Crown Heights,-73.95877,40.67651,Apartment,Private room,1,1,40.00,0,6,14,4,95,1
1952,20260320,A Private Room for 4 People,140571125,Claudiu Nicolae,Sants-Montjuïc,2.13697,41.37756,Hostel,Private room,4,4,200.00,183,1,14,3,87,9
1953,20264769,A qq minutes du centre ville,144315449,Amel,Villeray-Saint-Michel-Parc-Extension,-73.61547,45.55368,Townhouse,Entire home/apt,2,4,115.00,83,1,7,3,100,2
1954,20264769,A qq minutes du centre ville,144315449,Amel,Villeray-Saint-Michel-Parc-Extension,-73.61547,45.55368,Townhouse,Entire home/apt,2,4,115.00,83,1,7,3,100,2
1955,20275415,Couch at Kadıköy's Famous Bars Street,9944111,Murat,,29.02676,40.98488,Apartment,Shared room,2,2,74.00,89,1,14,1,100,2
1956,20275670,Amazing Studio step away from Time Square/53C,48146336,Irina,Hell's Kitchen,-73.99388,40.76152,Apartment,Entire home/apt,1,2,120.00,316,30,360,2,100,21
1957,20276192,Habitación para tres en Barcelona cerca  transport,144577567,Isabel,,2.17337,41.43616,Apartment,Private room,3,3,110.00,180,4,1125,1,80,3
1958,20280610,"Our COZY LOFT in Williamsburg, Brooklyn",9757756,Stefan,Williamsburg,-73.96288,40.71534,Loft,Private room,6,8,86.00,124,3,120,11,100,1
1959,20286842,Tootsie's Hideaway,9951576,Marie Fellenstein,Island of Hawaiʻi,-155.67752,20.02624,Guest suite,Entire home/apt,1,2,80.00,145,3,62,37,99,1
1960,20287455,Peaceful Refuge in Central Kona,99589042,Carol,Kailua/Kona,-155.98335,19.67595,Guesthouse,Entire home/apt,1,2,65.00,196,2,1125,37,95,2
1961,20289023,Cedar House - Jacuzzi,31612061,Sara,,-8.65162,41.07399,Guest suite,Entire home/apt,1,2,106.00,365,1,1125,8,93,2
